Iteration,[DT]->[A],[DT]->[The],[DT]->[tall],[DT]->[boy],[DT]->[house],[JJ]->[A],[JJ]->[The],[JJ]->[tall],[JJ]->[boy],[JJ]->[house],[NN]->[A],[NN]->[The],[NN]->[tall],[NN]->[boy],[NN]->[house]
718,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
719,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
720,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
721,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
722,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
723,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
724,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
725,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
726,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
727,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
728,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
729,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
730,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
731,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
732,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
733,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
734,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
735,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
736,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
737,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
738,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
739,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
740,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
741,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
742,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
743,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
744,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
745,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
746,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
747,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
748,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
749,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
750,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
751,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
752,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
753,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
754,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
755,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
756,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
757,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
758,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
759,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
760,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
761,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
762,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
763,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
764,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
765,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
766,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
767,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
768,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
769,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
770,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
771,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
772,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
773,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
774,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
775,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
776,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
777,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
778,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
779,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
780,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
781,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
782,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
783,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
784,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
785,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
786,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
787,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
788,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
789,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
790,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
791,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
792,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
793,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
794,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
795,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
796,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
797,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
798,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
799,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
800,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
801,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
802,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
803,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
804,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
805,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
806,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
807,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
808,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
809,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
810,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
811,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
812,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
813,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
814,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
815,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
816,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
817,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
818,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
819,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
820,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
821,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
822,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
823,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
824,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
825,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
826,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
827,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
828,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
829,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
830,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
831,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
832,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
833,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
834,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
835,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
836,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
837,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
838,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
839,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
840,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
841,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
842,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
843,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
844,0.069855,0.035254,0.000000,0.598441,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
845,0.594741,0.300150,0.000000,0.070289,0.034820,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
846,0.069855,0.035256,0.000000,0.598432,0.296457,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
847,0.594721,0.300158,0.000000,0.070292,0.034828,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
848,0.069843,0.035247,0.000000,0.598413,0.296497,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
849,0.594791,0.300104,0.000000,0.070301,0.034805,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
850,0.069853,0.035233,0.000000,0.598652,0.296262,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
